periode_data,jenis,kode_trayek,trayek,jumlah_penumpang
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA KJP,40072
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KARYAWAN SWASTA TERTENTU,3305
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENGHUNI RUMAH SUSUN,25818
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS KTP KEPULAUAN SERIBU,863
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENERIMA RASKIN,1639
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS TNI/POLRI,0
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS VETERAN,0
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PENYANDANG DISABILITAS,783
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS LANSIA,36526
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS MARBOT,16
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS PAUD,6741
201903,LAMPIRAN LAYANAN GRATIS BRT,,GRATIS JUMANTIK,6493
201904,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,53741
201904,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,27028
201904,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,33082
201904,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,30444
201904,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2096
201904,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,33363
201904,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,28725
201904,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,22079
201904,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,180099
201904,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,14927
201904,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,126685
201904,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,4855
201904,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,4682
201904,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,4757
201904,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,4951
201904,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,30855
201904,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,38476
201904,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,62045
201904,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,251666
201906,TRANSJABODETABEK,12K,ASEMKA EXPLORER,9971
201906,TRANSJABODETABEK,MR1,CSW - PAKUBUWONO,1272
201906,TRANSJABODETABEK,MR2,CSW - KRAMAT PELA,5919
201906,TRANSJABODETABEK,MR3,CSW - WIJAYA,23
201906,TRANSJABODETABEK,MR5,STASIUN MRT BLOK A - RADIO DALAM,3289
201906,TRANSJABODETABEK,MR8,CIPETE - ANTASARI,3293
201906,TRANSJABODETABEK,,TAMAN MINI - KAMPUNG RAMBUTAN,12
201906,TRANSJABODETABEK,1M,BLOK M - MERUYA,7611
201906,TRANSJABODETABEK,,PONDOK KELAPA - BKN,142
201906,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,52413
201906,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,34176
201906,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,74285
201906,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,48045
201906,TRANSJABODETABEK,D11,DEPOK - BKN,89482
201906,TRANSJABODETABEK,D21,UI - LEBAK BULUS,78493
201906,TRANSJABODETABEK,S11,BSD - GROGOL 2,90786
201906,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,128626
201906,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,86934
201906,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,34593
201906,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,177813
201906,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,65624
201906,TRANSJABODETABEK,7C,CIBUBUR - BKN,149111
201906,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,86241
201906,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,12727
201906,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,10301
201906,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,643
201906,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,4011
201906,TRANSJABODETABEK,1K,CIBUBUR JUNCTION - BLOK M,10875
201906,ANGKUTAN EKSEKUTIF ROYAL TRANS,1T,CIBUBUR - KOTA,893
201906,ANGKUTAN EKSEKUTIF ROYAL TRANS,6P,CIBUBUR - KUNINGAN,9132
201906,TRANSJABODETABEK,13A,CBD - MONAS,0
201906,TRANSJABODETABEK,1U,TAMAN MINI - BALAI KOTA,2735
201906,TRANSJABODETABEK,D31,CINERE - KUNINGAN,979
201906,TRANSJABODETABEK,S31,BINTARO - BLOK M VIA JORR,6713
201906,TRANSJABODETABEK,S12,BSD - BUNDERAN SENAYAN,7978
201906,TRANSJABODETABEK,,JATI BENING - BLOK M,1872
201906,TRANSJABODETABEK,,JATI BENING - KUNINGAN,595
201906,TRANSJABODETABEK,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),241225
201906,TRANSJABODETABEK,GR2,TANAH ABANG EXPLORER,160395
201906,TRANSJABODETABEK,TJC,TRANSJAKARTA CARES,3054
201906,ANGKUTAN UMUM LAINNYA,,GRATIS GATE NON BRT,2336
201906,ANGKUTAN UMUM LAINNYA,,ROMBONGAN IHF TROFI TAHUN 2019,0
201906,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RUMAH ZAKAT,0
201906,ANGKUTAN UMUM LAINNYA,,ROMBONGAN YAYASAN PANTI NURUL HUDA,0
201906,ANGKUTAN UMUM LAINNYA,,ROMBONGAN ANAK YATIM Y.P PETAMBURAN,0
201906,ANGKUTAN UMUM LAINNYA,,SHUTTLE BUS PULO GEBANG - PULO GADUNG,1882
201906,ANGKUTAN UMUM LAINNYA,,SHUTTLE BUS RAGUNAN - SMK 57,3756
201906,ANGKUTAN UMUM LAINNYA,,ROMBONGAN TOUR DE BATAVIA,104
201906,ANGKUTAN UMUM LAINNYA,,SHUTTLE THAMRIN 10 - LAPANGAN BANTENG,1763
201906,ANGKUTAN UMUM LAINNYA,,SHUTTLE IRTI - LAPANGAN BANTENG,4605
201906,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK-PLUMPANG,59509
201905,BRT,1,KORIDOR 1 (BLOK M - KOTA),2031443
201905,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),785449
201905,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),928185
201905,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),698444
201905,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),926056
201905,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),898688
201905,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),913161
201905,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),976372
201905,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1382629
201905,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),751396
201905,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),285389
201905,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),217891
201905,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),685745
201905,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,93291
201905,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,53171
201905,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,31306
201905,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,51344
201905,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,118283
201905,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,50661
201905,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,23925
201905,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,30716
201905,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,48864
201905,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,39866
201905,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2155
201905,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,32759
201905,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,30582
201905,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,22846
201905,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,183517
201905,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,14296
201905,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,128726
201905,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,5286
201905,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,4125
201905,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,4887
201905,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,3713
201905,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,24712
201905,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,40172
201905,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,60639
201905,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,260161
201905,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,118685
201905,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,8405
201905,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,8916
201905,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,11377
201905,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,9474
201905,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,8128
201905,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,58821
201905,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,11546
201905,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,8678
201905,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,92596
201905,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,76728
201905,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,48917
201905,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,30964
201905,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,99546
201905,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,62067
201905,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,4917
201905,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,9626
201905,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),6945
201905,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,51088
201905,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,621
201905,ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,6908
201905,TRANSJABODETABEK,,PULO GEBANG - LEBAK BULUS,40
201905,TRANSJABODETABEK,,PULO GEBANG - PINANG RANTI,24
201905,TRANSJABODETABEK,,PULO GEBANG - PASAR MINGGU,34
201905,TRANSJABODETABEK,,PULO GEBANG - TANJUNG PRIUK,20
201905,TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,8691
201905,TRANSJABODETABEK,12B,PLUIT - STASIUN SENEN,2724
201905,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER,5898
201905,TRANSJABODETABEK,12K,ASEMKA EXPLORER,7392
201905,TRANSJABODETABEK,MR1,CSW - PAKUBUWONO,862
201905,TRANSJABODETABEK,MR2,CSW - KRAMTA PELA,3802
201905,TRANSJABODETABEK,MR3,CSW - WIJAYA,1692
201905,TRANSJABODETABEK,MR5,STASIUN MRT BLOK A - RADIO DALAM,1748
201905,TRANSJABODETABEK,MR8,CIPETE - ANTASARI,1795
201905,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,56413
201905,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,35578
201905,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,70884
201905,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,4622
201905,TRANSJABODETABEK,D11,DEPOK - BKN,89432
201905,TRANSJABODETABEK,D21,UI - LEBAK BULUS,79127
201905,TRANSJABODETABEK,S11,BSD - GROGOL 2,103472
201905,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,142397
201905,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,94459
201905,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,29624
201905,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,195786
201905,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,70489
201905,TRANSJABODETABEK,7C,CIBUBUR - BKN,1559
201905,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,76494
201905,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,17497
201905,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,13348
201905,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,891
201905,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,4617
201905,ANGKUTAN EKSEKUTIF ROYAL TRANS,1K,CIBUBUR JUNCTION - BLOK M,11521
201905,ANGKUTAN EKSEKUTIF ROYAL TRANS,1T,CIBUBUR - KOTA,9425
201905,TRANSJABODETABEK,6P,CIBUBUR - KUNINGAN,10853
201905,TRANSJABODETABEK,13A,CBD - MONAS,888
201905,TRANSJABODETABEK,1U,TAMAN MINI - BALAI KOTA,3691
201905,TRANSJABODETABEK,D31,CINERE - KUNINGAN,1012
201905,TRANSJABODETABEK,S31,BINTARO - BLOK M VIA JORR,7693
201905,TRANSJABODETABEK,S12,BSD - BUNDERAN SENAYAN,876
201905,TRANSJABODETABEK,,JATI BENING - BLOK M,1375
201905,TRANSJABODETABEK,,JATI BENING - KUNINGAN,1158
201905,TRANSJABODETABEK,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),285272
201905,TRANSJABODETABEK,GR2,TANAH ABANG EXPLORER,24949
201905,TRANSJABODETABEK,,POLDA - GBK (VIA SCBD),0
201905,TRANSJABODETABEK,TJC,TRANSJAKARTA CARES,3682
201905,TRANSJABODETABEK,G1,GRATIS GATE NON BRT,2841
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN IHF TROFI TAHUN 2019,1712
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN JIC-CIBUBUR (BERBAYAR),0
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN DPR MRT,0
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN INDO TEMPO DOELOE,0
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN RUMAH ZAKAT,876
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN YAYASAN PANTI NURUL HUDA,55
201905,ANGKUTAN UMUM LAINNYA,,ROMBONGAN ANAK YATIM Y.P PETAMBURAN,120
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-1,TANJUNG PRIOK-PLUMPANG,6272
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,57778
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-3,LEBAK BULUS - PONDOK LABU,568
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-4,GROGOL - TUBAGUS ANGKE,63854
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-5,SEMPER - ROROTAN,81998
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,71967
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-7,TANAH ABANG-TAWAKAL,67292
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-10,TANAH ABANG-KOTA,13859
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-11,TANAH ABANG-KEBAYORAN LAMA,27654
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,18986
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-14,TANAH ABANG-MERUYA,63692
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-15,BULAK TURI - TANJUNG PRIOK,158908
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-16,PGC - CONDET,125966
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-17,PULOGADUNG - SENEN,4374
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-18,KALIBATA - KUNINGAN,32817
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-19,PINANG RANTI - SETU,190639
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-20,LUBANG BUAYA - CAWANG UKI,111696
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-21,DWIKORA - CILILITAN,113149
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-22,DWIKORA - PENAS,41687
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-24,PULOGADUNG-PASAR SENEN,6839
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-25,PASAR REBO - KALISARI,69645
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-26,RAWAMANGUN-KALIMALANG,61493
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-27,PULOGEBANG - ROROTAN,74637
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-28,PASAR REBO - TAMAN WILADATIKA,81359
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-29,TANJUNG PRIOK - KELAPA GADING,128068
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-30,MERUYA - CITRALAND,187972
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-31,BLOK M - PONDOK LABU,109605
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-32,PETUKANGAN - LEBAK BULUS,128768
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-33,PULO GADUNG - KOTA,61657
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-34,RAWAMANGUN - KLENDER,18788
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,11406
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-44,LENTENG ANGGUNG - ANDARA,71521
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-45,LEBAK BULUS-RAGUNAN,96794
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-50,KALIDERES - PURIKEMBANGAN,64714
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-51,TAMAN KOTA - BUDI LUHUR,107829
201904,ANGKUTAN WISATA,BW5,WISATA KALIJODO,2111
201904,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2374
201904,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,94
201904,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,14999
201904,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,26413
201904,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,43
201904,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,28072
201904,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7457
201904,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,6268
201904,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2667
201904,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6333
201904,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,48037
201904,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,8657
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,6666
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,25414
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8432
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,34202
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,2979
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3185
201904,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7406
201904,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9074
201904,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7279
201904,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,2537
201904,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4572
201904,ANGKUTAN UMUM LAINNYA,TJC,TRANSJAKARTA CARES,3519
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA - BALAI KOTA,0
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA - MOI,0
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL,0
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN MARUNDA-RAGUNAN,0
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN DPR MRT,195
201904,ANGKUTAN UMUM LAINNYA,,ROMBONGAN INDO TEMPO DOELOE,64
201904,ANGKUTAN UMUM LAINNYA,R45,ROMBONGAN IHF TROFI TAHUN 2019,343
201904,LAMPIRAN LAYANAN GRATIS BRT,G1,GRATIS GATE NON BRT,2706
201904,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,43157
201904,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,21437
201904,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,40663
201904,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,3984
201904,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,24184
201904,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,548
201904,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,1415
201904,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,0
201904,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
201904,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,717
201904,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,341904
201904,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,20
201904,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6677
201904,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,6481
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-56,GROGOL - SRENGSENG,576
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-58,ISLAMIC - ROROTAN,69439
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-59,RAWAMANGUN-RAWASENGON,90675
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,918
201905,ANGKUTAN INTEGRASI BUS KECIL,JAK-61,PULOGADUNG-CEMPAKA MAS,38729
201905,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,41517
201905,ANGKUTAN WISATA,BW2,JAKARTA MODERN,2339
201905,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,14422
201905,ANGKUTAN WISATA,BW5,WISATA KALIJODO,8583
201905,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,1567
201905,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,3195
201905,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,12455
201905,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,21822
201905,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4279
201905,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2801
201905,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7256
201905,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,6627
201905,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2861
201905,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6211
201905,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,43999
201905,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10637
201905,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,6959
201905,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,26259
201905,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8352
